Dilemma,Domain,Language,Prompting,LLM,Scenario_ID,MME_Score,Fraction_A,SD,CI_Lower,CI_Upper,P_Value
YO,D2,ES,PLAIN,LeChat Mistral Large,D2_YO_Plain_ES,0.68,0.67,0.05,0.58,0.76,0.83
YO,D3,EN,PLAIN,LeChat Mistral Large,D3_YO_Plain_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D3,CN,PLAIN,LeChat Mistral Large,D3_YO_Plain_CN,0.1,0.23,0.04,0.15,0.31,0.0
YO,D3,JP,PLAIN,LeChat Mistral Large,D3_YO_Plain_JP,0.28,0.45,0.05,0.35,0.55,0.0
YO,D3,ES,PLAIN,LeChat Mistral Large,D3_YO_Plain_ES,0.68,0.93,0.03,0.88,0.98,0.0
YO,D1,EN,PLAIN,Gemini 2.0 Flash Lite,D1_YO_Plain_EN,0.63,0.94,0.02,0.89,0.99,0.0
YO,D1,CN,PLAIN,Gemini 2.0 Flash Lite,D1_YO_Plain_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,PLAIN,Gemini 2.0 Flash Lite,D1_YO_Plain_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,PLAIN,Gemini 2.0 Flash Lite,D1_YO_Plain_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,PLAIN,Gemini 2.0 Flash Lite,D2_YO_Plain_EN,0.63,0.2,0.04,0.12,0.28,0.0
YO,D2,CN,PLAIN,Gemini 2.0 Flash Lite,D2_YO_Plain_CN,0.1,0.77,0.04,0.69,0.85,0.0
YO,D2,JP,PLAIN,Gemini 2.0 Flash Lite,D2_YO_Plain_JP,0.28,0.96,0.02,0.92,1.0,0.0
YO,D2,ES,PLAIN,Gemini 2.0 Flash Lite,D2_YO_Plain_ES,0.68,0.08,0.03,0.03,0.13,0.0
YO,D3,EN,PLAIN,Gemini 2.0 Flash Lite,D3_YO_Plain_EN,0.63,0.0,0.0,0.0,0.0,0.0
YO,D3,CN,PLAIN,Gemini 2.0 Flash Lite,D3_YO_Plain_CN,0.1,0.06,0.02,0.01,0.11,0.18
YO,D3,JP,PLAIN,Gemini 2.0 Flash Lite,D3_YO_Plain_JP,0.28,0.47,0.05,0.37,0.57,0.0
YO,D3,ES,PLAIN,Gemini 2.0 Flash Lite,D3_YO_Plain_ES,0.68,0.0,0.0,0.0,0.0,0.0
YO,D1,EN,CC,gpt4o,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,CC,gpt4o,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,CC,gpt4o,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,CC,gpt4o,D1_YO_CC_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,CC,gpt4o,D2_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D2,CN,CC,gpt4o,D2_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D2,JP,CC,gpt4o,D2_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D2,ES,CC,gpt4o,D2_YO_CC_ES,0.68,0.0,0.0,0.0,0.0,0.0
YO,D3,EN,CC,gpt4o,D3_YO_CC_EN,0.63,0.0,0.0,0.0,0.0,0.0
YO,D3,CN,CC,gpt4o,D3_YO_CC_CN,0.1,0.17,0.04,0.1,0.24,0.02
YO,D3,JP,CC,gpt4o,D3_YO_CC_JP,0.28,0.03,0.02,0.0,0.06,0.0
YO,D3,ES,CC,gpt4o,D3_YO_CC_ES,0.68,0.01,0.01,0.0,0.03,0.0
YO,D1,EN,CC,DeepSeek,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,CC,DeepSeek,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,CC,DeepSeek,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,CC,DeepSeek,D1_YO_CC_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,CC,DeepSeek,D2_YO_CC_EN,0.63,0.2,0.04,0.12,0.28,0.0
YO,D2,CN,CC,DeepSeek,D2_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D2,JP,CC,DeepSeek,D2_YO_CC_JP,0.28,0.98,0.01,0.95,1.0,0.0
YO,D2,ES,CC,DeepSeek,D2_YO_CC_ES,0.68,0.56,0.05,0.46,0.66,0.01
YO,D3,EN,CC,DeepSeek,D3_YO_CC_EN,0.63,0.8,0.04,0.72,0.88,0.0
YO,D3,CN,CC,DeepSeek,D3_YO_CC_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,CC,DeepSeek,D3_YO_CC_JP,0.28,0.57,0.05,0.47,0.67,0.0
YO,D3,ES,CC,DeepSeek,D3_YO_CC_ES,0.68,0.0,0.0,0.0,0.0,0.0
YO,D1,EN,CC,LeChat Mistral Large,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,CC,LeChat Mistral Large,D1_YO_CC_CN,0.1,0.98,0.01,0.95,1.0,0.0
YO,D1,JP,CC,LeChat Mistral Large,D1_YO_CC_JP,0.28,0.97,0.02,0.94,1.0,0.0
YO,D1,ES,CC,LeChat Mistral Large,D1_YO_CC_ES,0.68,0.98,0.01,0.95,1.0,0.0
YO,D2,EN,CC,LeChat Mistral Large,D2_YO_CC_EN,0.63,0.12,0.03,0.06,0.18,0.0
YO,D2,CN,CC,LeChat Mistral Large,D2_YO_CC_CN,0.1,0.01,0.01,0.0,0.03,0.0
YO,D2,JP,CC,LeChat Mistral Large,D2_YO_CC_JP,0.28,0.03,0.02,0.0,0.06,0.0
YO,D2,ES,CC,LeChat Mistral Large,D2_YO_CC_ES,0.68,0.38,0.05,0.28,0.48,0.0
YO,D3,EN,CC,LeChat Mistral Large,D3_YO_CC_EN,0.63,0.75,0.04,0.67,0.83,0.01
YO,D3,CN,CC,LeChat Mistral Large,D3_YO_CC_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,CC,LeChat Mistral Large,D3_YO_CC_JP,0.28,0.13,0.03,0.06,0.2,0.0
YO,D3,ES,CC,LeChat Mistral Large,D3_YO_CC_ES,0.68,0.82,0.04,0.74,0.9,0.0
YO,D1,EN,CC,Gemini 2.0 Flash Lite,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,CC,Gemini 2.0 Flash Lite,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,CC,Gemini 2.0 Flash Lite,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,CC,Gemini 2.0 Flash Lite,D1_YO_CC_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,CC,Gemini 2.0 Flash Lite,D2_YO_CC_EN,0.63,0.53,0.05,0.43,0.63,0.04
YO,D2,CN,CC,Gemini 2.0 Flash Lite,D2_YO_CC_CN,0.1,0.32,0.05,0.23,0.41,0.0
YO,D2,JP,CC,Gemini 2.0 Flash Lite,D2_YO_CC_JP,0.28,0.96,0.02,0.92,1.0,0.0
YO,D2,ES,CC,Gemini 2.0 Flash Lite,D2_YO_CC_ES,0.68,0.15,0.04,0.08,0.22,0.0
YO,D3,EN,CC,Gemini 2.0 Flash Lite,D3_YO_CC_EN,0.63,0.0,0.0,0.0,0.0,0.0
YO,D3,CN,CC,Gemini 2.0 Flash Lite,D3_YO_CC_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,CC,Gemini 2.0 Flash Lite,D3_YO_CC_JP,0.28,0.31,0.05,0.22,0.4,0.5
YO,D3,ES,CC,Gemini 2.0 Flash Lite,D3_YO_CC_ES,0.68,0.0,0.0,0.0,0.0,0.0
YO,D1,EN,ZSCOT,gpt4o,D1_YO_ZSCOT_EN,0.63,0.86,0.03,0.79,0.93,0.0
YO,D1,CN,ZSCOT,gpt4o,D1_YO_ZSCOT_CN,0.1,0.98,0.01,0.95,1.0,0.0
YO,D1,JP,ZSCOT,gpt4o,D1_YO_ZSCOT_JP,0.28,0.99,0.01,0.97,1.0,0.0
YO,D1,ES,ZSCOT,gpt4o,D1_YO_ZSCOT_ES,0.68,0.96,0.02,0.92,1.0,0.0
YO,D2,EN,ZSCOT,gpt4o,D2_YO_ZSCOT_EN,0.63,0.81,0.04,0.73,0.89,0.0
YO,D2,CN,ZSCOT,gpt4o,D2_YO_ZSCOT_CN,0.1,0.45,0.05,0.35,0.55,0.0
YO,D2,JP,ZSCOT,gpt4o,D2_YO_ZSCOT_JP,0.28,0.78,0.04,0.7,0.86,0.0
YO,D2,ES,ZSCOT,gpt4o,D2_YO_ZSCOT_ES,0.68,0.34,0.05,0.25,0.43,0.0
YO,D3,EN,ZSCOT,gpt4o,D3_YO_ZSCOT_EN,0.63,0.1,0.03,0.04,0.16,0.0
YO,D3,CN,ZSCOT,gpt4o,D3_YO_ZSCOT_CN,0.1,0.2,0.04,0.12,0.28,0.0
YO,D3,JP,ZSCOT,gpt4o,D3_YO_ZSCOT_JP,0.28,0.09,0.03,0.03,0.15,0.0
YO,D3,ES,ZSCOT,gpt4o,D3_YO_ZSCOT_ES,0.68,0.28,0.04,0.19,0.37,0.0
YO,D1,EN,ZSCOT,DeepSeek,D1_YO_ZSCOT_EN,0.63,0.95,0.02,0.91,0.99,0.0
YO,D1,CN,ZSCOT,DeepSeek,D1_YO_ZSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,ZSCOT,DeepSeek,D1_YO_ZSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,ZSCOT,DeepSeek,D1_YO_ZSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,ZSCOT,DeepSeek,D2_YO_ZSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D2,CN,ZSCOT,DeepSeek,D2_YO_ZSCOT_CN,0.1,0.95,0.02,0.91,0.99,0.0
YO,D2,JP,ZSCOT,DeepSeek,D2_YO_ZSCOT_JP,0.28,0.85,0.04,0.78,0.92,0.0
YO,D2,ES,ZSCOT,DeepSeek,D2_YO_ZSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D3,EN,ZSCOT,DeepSeek,D3_YO_ZSCOT_EN,0.63,0.15,0.04,0.08,0.22,0.0
YO,D3,CN,ZSCOT,DeepSeek,D3_YO_ZSCOT_CN,0.1,0.55,0.05,0.45,0.65,0.0
YO,D3,JP,ZSCOT,DeepSeek,D3_YO_ZSCOT_JP,0.28,0.71,0.05,0.62,0.8,0.0
YO,D3,ES,ZSCOT,DeepSeek,D3_YO_ZSCOT_ES,0.68,0.78,0.04,0.7,0.86,0.03
YO,D1,EN,ZSCOT,LeChat Mistral Large,D1_YO_ZSCOT_EN,0.63,0.51,0.05,0.41,0.61,0.01
YO,D1,CN,ZSCOT,LeChat Mistral Large,D1_YO_ZSCOT_CN,0.1,0.84,0.04,0.77,0.91,0.0
YO,D1,JP,ZSCOT,LeChat Mistral Large,D1_YO_ZSCOT_JP,0.28,0.95,0.02,0.91,0.99,0.0
YO,D1,ES,ZSCOT,LeChat Mistral Large,D1_YO_ZSCOT_ES,0.68,0.9,0.03,0.84,0.96,0.0
YO,D2,EN,ZSCOT,LeChat Mistral Large,D2_YO_ZSCOT_EN,0.63,0.73,0.04,0.64,0.82,0.04
YO,D2,CN,ZSCOT,LeChat Mistral Large,D2_YO_ZSCOT_CN,0.1,0.35,0.05,0.26,0.44,0.0
YO,D2,JP,ZSCOT,LeChat Mistral Large,D2_YO_ZSCOT_JP,0.28,0.08,0.03,0.03,0.13,0.0
YO,D2,ES,ZSCOT,LeChat Mistral Large,D2_YO_ZSCOT_ES,0.68,0.45,0.05,0.35,0.55,0.0
YO,D3,EN,ZSCOT,LeChat Mistral Large,D3_YO_ZSCOT_EN,0.63,0.23,0.04,0.15,0.31,0.0
YO,D3,CN,ZSCOT,LeChat Mistral Large,D3_YO_ZSCOT_CN,0.1,0.11,0.03,0.05,0.17,0.74
YO,D3,JP,ZSCOT,LeChat Mistral Large,D3_YO_ZSCOT_JP,0.28,0.31,0.05,0.22,0.4,0.5
YO,D3,ES,ZSCOT,LeChat Mistral Large,D3_YO_ZSCOT_ES,0.68,0.28,0.04,0.19,0.37,0.0
YO,D1,EN,ZSCOT,Gemini 2.0 Flash Lite,D1_YO_ZSCOT_EN,0.63,0.34,0.05,0.25,0.43,0.0
YO,D1,CN,ZSCOT,Gemini 2.0 Flash Lite,D1_YO_ZSCOT_CN,0.1,0.87,0.03,0.8,0.94,0.0
YO,D1,JP,ZSCOT,Gemini 2.0 Flash Lite,D1_YO_ZSCOT_JP,0.28,0.88,0.03,0.82,0.94,0.0
YO,D1,ES,ZSCOT,Gemini 2.0 Flash Lite,D1_YO_ZSCOT_ES,0.68,0.86,0.03,0.79,0.93,0.0
YO,D2,EN,ZSCOT,Gemini 2.0 Flash Lite,D2_YO_ZSCOT_EN,0.63,0.95,0.02,0.91,0.99,0.0
YO,D2,CN,ZSCOT,Gemini 2.0 Flash Lite,D2_YO_ZSCOT_CN,0.1,0.92,0.03,0.87,0.97,0.0
YO,D2,JP,ZSCOT,Gemini 2.0 Flash Lite,D2_YO_ZSCOT_JP,0.28,0.99,0.01,0.97,1.0,0.0
YO,D2,ES,ZSCOT,Gemini 2.0 Flash Lite,D2_YO_ZSCOT_ES,0.68,0.87,0.03,0.8,0.94,0.0
YO,D3,EN,ZSCOT,Gemini 2.0 Flash Lite,D3_YO_ZSCOT_EN,0.63,0.15,0.04,0.08,0.22,0.0
YO,D3,CN,ZSCOT,Gemini 2.0 Flash Lite,D3_YO_ZSCOT_CN,0.1,0.22,0.04,0.14,0.3,0.0
YO,D3,JP,ZSCOT,Gemini 2.0 Flash Lite,D3_YO_ZSCOT_JP,0.28,0.4,0.05,0.3,0.5,0.01
YO,D3,ES,ZSCOT,Gemini 2.0 Flash Lite,D3_YO_ZSCOT_ES,0.68,0.02,0.01,0.0,0.05,0.0
YO,D1,EN,FSCOT,gpt4o,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,FSCOT,gpt4o,D1_YO_FSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,FSCOT,gpt4o,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,FSCOT,gpt4o,D1_YO_FSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,FSCOT,gpt4o,D2_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D2,CN,FSCOT,gpt4o,D2_YO_FSCOT_CN,0.1,0.02,0.01,0.0,0.05,0.01
YO,D2,JP,FSCOT,gpt4o,D2_YO_FSCOT_JP,0.28,0.99,0.01,0.97,1.0,0.0
YO,D2,ES,FSCOT,gpt4o,D2_YO_FSCOT_ES,0.68,0.87,0.03,0.8,0.94,0.0
YO,D3,EN,FSCOT,gpt4o,D3_YO_FSCOT_EN,0.63,0.01,0.01,0.0,0.03,0.0
YO,D3,CN,FSCOT,gpt4o,D3_YO_FSCOT_CN,0.1,0.74,0.04,0.65,0.83,0.0
YO,D3,JP,FSCOT,gpt4o,D3_YO_FSCOT_JP,0.28,0.9,0.03,0.84,0.96,0.0
YO,D3,ES,FSCOT,gpt4o,D3_YO_FSCOT_ES,0.68,0.33,0.05,0.24,0.42,0.0
YO,D1,EN,FSCOT,DeepSeek,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,FSCOT,DeepSeek,D1_YO_FSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0
YO,D1,JP,FSCOT,DeepSeek,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,FSCOT,DeepSeek,D1_YO_FSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,FSCOT,DeepSeek,D2_YO_FSCOT_EN,0.63,0.96,0.02,0.92,1.0,0.0
YO,D2,CN,FSCOT,DeepSeek,D2_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D2,JP,FSCOT,DeepSeek,D2_YO_FSCOT_JP,0.28,0.34,0.05,0.25,0.43,0.18
YO,D2,ES,FSCOT,DeepSeek,D2_YO_FSCOT_ES,0.68,0.96,0.02,0.92,1.0,0.0
YO,D3,EN,FSCOT,DeepSeek,D3_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D3,CN,FSCOT,DeepSeek,D3_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,FSCOT,DeepSeek,D3_YO_FSCOT_JP,0.28,0.96,0.02,0.92,1.0,0.0
YO,D3,ES,FSCOT,DeepSeek,D3_YO_FSCOT_ES,0.68,0.35,0.05,0.26,0.44,0.0
YO,D1,EN,FSCOT,LeChat Mistral Large,D1_YO_FSCOT_EN,0.63,0.97,0.02,0.94,1.0,0.0
YO,D1,CN,FSCOT,LeChat Mistral Large,D1_YO_FSCOT_CN,0.1,0.11,0.03,0.05,0.17,0.74
YO,D1,JP,FSCOT,LeChat Mistral Large,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,FSCOT,LeChat Mistral Large,D1_YO_FSCOT_ES,0.68,0.99,0.01,0.97,1.0,0.0
YO,D2,EN,FSCOT,LeChat Mistral Large,D2_YO_FSCOT_EN,0.63,0.47,0.05,0.37,0.57,0.0
YO,D2,CN,FSCOT,LeChat Mistral Large,D2_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D2,JP,FSCOT,LeChat Mistral Large,D2_YO_FSCOT_JP,0.28,0.0,0.0,0.0,0.0,0.0
YO,D2,ES,FSCOT,LeChat Mistral Large,D2_YO_FSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D3,EN,FSCOT,LeChat Mistral Large,D3_YO_FSCOT_EN,0.63,0.37,0.05,0.28,0.46,0.0
YO,D3,CN,FSCOT,LeChat Mistral Large,D3_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,FSCOT,LeChat Mistral Large,D3_YO_FSCOT_JP,0.28,0.2,0.04,0.12,0.28,0.07
YO,D3,ES,FSCOT,LeChat Mistral Large,D3_YO_FSCOT_ES,0.68,0.82,0.04,0.74,0.9,0.0
YO,D1,EN,FSCOT,Gemini 2.0 Flash Lite,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0
YO,D1,CN,FSCOT,Gemini 2.0 Flash Lite,D1_YO_FSCOT_CN,0.1,0.96,0.02,0.92,1.0,0.0
YO,D1,JP,FSCOT,Gemini 2.0 Flash Lite,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D1,ES,FSCOT,Gemini 2.0 Flash Lite,D1_YO_FSCOT_ES,0.68,1.0,0.0,1.0,1.0,0.0
YO,D2,EN,FSCOT,Gemini 2.0 Flash Lite,D2_YO_FSCOT_EN,0.63,0.8,0.04,0.72,0.88,0.0
YO,D2,CN,FSCOT,Gemini 2.0 Flash Lite,D2_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D2,JP,FSCOT,Gemini 2.0 Flash Lite,D2_YO_FSCOT_JP,0.28,0.16,0.04,0.09,0.23,0.01
YO,D2,ES,FSCOT,Gemini 2.0 Flash Lite,D2_YO_FSCOT_ES,0.68,0.33,0.05,0.24,0.42,0.0
YO,D3,EN,FSCOT,Gemini 2.0 Flash Lite,D3_YO_FSCOT_EN,0.63,0.0,0.0,0.0,0.0,0.0
YO,D3,CN,FSCOT,Gemini 2.0 Flash Lite,D3_YO_FSCOT_CN,0.1,0.0,0.0,0.0,0.0,0.0
YO,D3,JP,FSCOT,Gemini 2.0 Flash Lite,D3_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0
YO,D3,ES,FSCOT,Gemini 2.0 Flash Lite,D3_YO_FSCOT_ES,0.68,0.0,0.0,0.0,0.0,0.0
HL,D1,EN,PLAIN,gpt4o,D1_HL_Plain_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D1,CN,PLAIN,gpt4o,D1_HL_Plain_CN,0.43,0.0,0.0,0.0,0.0,0.0
HL,D1,JP,PLAIN,gpt4o,D1_HL_Plain_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D1,ES,PLAIN,gpt4o,D1_HL_Plain_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D2,EN,PLAIN,gpt4o,D2_HL_Plain_EN,0.52,0.01,0.01,0.0,0.03,0.0
HL,D2,CN,PLAIN,gpt4o,D2_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D2,JP,PLAIN,gpt4o,D2_HL_Plain_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,PLAIN,gpt4o,D2_HL_Plain_ES,0.63,0.04,0.02,0.0,0.08,0.0
HL,D3,EN,PLAIN,gpt4o,D3_HL_Plain_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,PLAIN,gpt4o,D3_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,PLAIN,gpt4o,D3_HL_Plain_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,PLAIN,gpt4o,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,PLAIN,DeepSeek,D1_HL_Plain_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D1,CN,PLAIN,DeepSeek,D1_HL_Plain_CN,0.43,0.0,0.0,0.0,0.0,0.0
HL,D1,JP,PLAIN,DeepSeek,D1_HL_Plain_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D1,ES,PLAIN,DeepSeek,D1_HL_Plain_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D2,EN,PLAIN,DeepSeek,D2_HL_Plain_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D2,CN,PLAIN,DeepSeek,D2_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D2,JP,PLAIN,DeepSeek,D2_HL_Plain_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,PLAIN,DeepSeek,D2_HL_Plain_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D3,EN,PLAIN,DeepSeek,D3_HL_Plain_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D3,CN,PLAIN,DeepSeek,D3_HL_Plain_CN,0.43,0.03,0.02,0.0,0.06,0.0
HL,D3,JP,PLAIN,DeepSeek,D3_HL_Plain_JP,0.37,0.03,0.02,0.0,0.06,0.0
HL,D3,ES,PLAIN,DeepSeek,D3_HL_Plain_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D1,EN,PLAIN,LeChat Mistral Large,D1_HL_Plain_EN,0.52,0.87,0.03,0.8,0.94,0.0
HL,D1,CN,PLAIN,LeChat Mistral Large,D1_HL_Plain_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D1,JP,PLAIN,LeChat Mistral Large,D1_HL_Plain_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D1,ES,PLAIN,LeChat Mistral Large,D1_HL_Plain_ES,0.63,0.48,0.05,0.38,0.58,0.0
HL,D2,EN,PLAIN,LeChat Mistral Large,D2_HL_Plain_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D2,CN,PLAIN,LeChat Mistral Large,D2_HL_Plain_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D2,JP,PLAIN,LeChat Mistral Large,D2_HL_Plain_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D2,ES,PLAIN,LeChat Mistral Large,D2_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D3,EN,PLAIN,LeChat Mistral Large,D3_HL_Plain_EN,0.52,0.87,0.03,0.8,0.94,0.0
HL,D3,CN,PLAIN,LeChat Mistral Large,D3_HL_Plain_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D3,JP,PLAIN,LeChat Mistral Large,D3_HL_Plain_JP,0.37,0.11,0.03,0.05,0.17,0.0
HL,D3,ES,PLAIN,LeChat Mistral Large,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,PLAIN,Gemini 2.0 Flash Lite,D1_HL_Plain_EN,0.52,0.99,0.01,0.97,1.0,0.0
HL,D1,CN,PLAIN,Gemini 2.0 Flash Lite,D1_HL_Plain_CN,0.43,0.97,0.02,0.94,1.0,0.0
HL,D1,JP,PLAIN,Gemini 2.0 Flash Lite,D1_HL_Plain_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D1,ES,PLAIN,Gemini 2.0 Flash Lite,D1_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D2,EN,PLAIN,Gemini 2.0 Flash Lite,D2_HL_Plain_EN,0.52,0.9,0.03,0.84,0.96,0.0
HL,D2,CN,PLAIN,Gemini 2.0 Flash Lite,D2_HL_Plain_CN,0.43,0.5,0.05,0.4,0.6,0.16
HL,D2,JP,PLAIN,Gemini 2.0 Flash Lite,D2_HL_Plain_JP,0.37,0.98,0.01,0.95,1.0,0.0
HL,D2,ES,PLAIN,Gemini 2.0 Flash Lite,D2_HL_Plain_ES,0.63,0.09,0.03,0.03,0.15,0.0
HL,D3,EN,PLAIN,Gemini 2.0 Flash Lite,D3_HL_Plain_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,PLAIN,Gemini 2.0 Flash Lite,D3_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,PLAIN,Gemini 2.0 Flash Lite,D3_HL_Plain_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,PLAIN,Gemini 2.0 Flash Lite,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,CC,gpt4o,D1_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D1,CN,CC,gpt4o,D1_HL_CC_CN,0.43,0.0,0.0,0.0,0.0,0.0
HL,D1,JP,CC,gpt4o,D1_HL_CC_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D1,ES,CC,gpt4o,D1_HL_CC_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D2,EN,CC,gpt4o,D2_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D2,CN,CC,gpt4o,D2_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D2,JP,CC,gpt4o,D2_HL_CC_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,CC,gpt4o,D2_HL_CC_ES,0.63,0.01,0.01,0.0,0.03,0.0
HL,D3,EN,CC,gpt4o,D3_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,CC,gpt4o,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,CC,gpt4o,D3_HL_CC_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,CC,gpt4o,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,CC,DeepSeek,D1_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D1,CN,CC,DeepSeek,D1_HL_CC_CN,0.43,0.86,0.03,0.79,0.93,0.0
