Dilemma,Domain,Language,Country,Prompting,LLM,LLM_std,Scenario_ID,MME_Score,Fraction_A,SD,CI_Lower,CI_Upper,P_Value,Is_Deterministic,LC,Gradient_Fit,Direction,Deliberation,Del_Group,Cell_Type,Bin_Score
HL,D2,ES,Mexico,ZSCOT,LeChat Mistral Large,Mistral Large,D2_HL_ZSCOT_ES,0.63,0.69,0.05,0.6,0.78,0.21,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D2,ES,Mexico,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D2_HL_ZSCOT_ES,0.63,0.41,0.05,0.31,0.51,0.0,0,-3,Inverting,B-territory,Variable,Variable,Non-tracking contradiction,6
HL,D2,ES,Mexico,FSCOT,gpt4o,GPT-4o,D2_HL_FSCOT_ES,0.63,0.82,0.04,0.74,0.9,0.0,0,3,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D2,ES,Mexico,FSCOT,DeepSeek,DeepSeek R1,D2_HL_FSCOT_ES,0.63,0.5,0.05,0.4,0.6,0.0,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D2,ES,Mexico,FSCOT,LeChat Mistral Large,Mistral Large,D2_HL_FSCOT_ES,0.63,0.59,0.05,0.49,0.69,0.41,0,3,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D2,ES,Mexico,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D2_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,2,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,EN,USA,PLAIN,gpt4o,GPT-4o,D3_HL_Plain_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,EN,USA,PLAIN,DeepSeek,DeepSeek R1,D3_HL_Plain_EN,0.52,0.0,0.0,0.0,0.0,0.0,1,-2,Inverting,B-territory,Deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,EN,USA,PLAIN,LeChat Mistral Large,Mistral Large,D3_HL_Plain_EN,0.52,0.87,0.03,0.8,0.94,0.0,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D3,EN,USA,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_Plain_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,EN,USA,CC,gpt4o,GPT-4o,D3_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,EN,USA,CC,DeepSeek,DeepSeek R1,D3_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0,1,-2,Inverting,B-territory,Deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,EN,USA,CC,LeChat Mistral Large,Mistral Large,D3_HL_CC_EN,0.52,0.39,0.05,0.29,0.49,0.0,0,1,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,EN,USA,CC,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,EN,USA,ZSCOT,gpt4o,GPT-4o,D3_HL_ZSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,EN,USA,ZSCOT,DeepSeek,DeepSeek R1,D3_HL_ZSCOT_EN,0.52,0.04,0.02,0.0,0.08,0.0,0,-1,Inverting,B-territory,Near-deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,EN,USA,ZSCOT,LeChat Mistral Large,Mistral Large,D3_HL_ZSCOT_EN,0.52,0.92,0.03,0.87,0.97,0.0,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D3,EN,USA,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_ZSCOT_EN,0.52,0.87,0.03,0.8,0.94,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,EN,USA,FSCOT,gpt4o,GPT-4o,D3_HL_FSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0,1,2,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,EN,USA,FSCOT,DeepSeek,DeepSeek R1,D3_HL_FSCOT_EN,0.52,0.0,0.0,0.0,0.0,0.0,1,-1,Inverting,B-territory,Deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,EN,USA,FSCOT,LeChat Mistral Large,Mistral Large,D3_HL_FSCOT_EN,0.52,0.3,0.05,0.21,0.39,0.0,0,3,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,EN,USA,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_FSCOT_EN,0.52,0.48,0.05,0.38,0.58,0.42,0,1,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,CN,China,PLAIN,gpt4o,GPT-4o,D3_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,PLAIN,DeepSeek,DeepSeek R1,D3_HL_Plain_CN,0.43,0.03,0.02,0.0,0.06,0.0,0,-2,Inverting,B-territory,Near-deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,CN,China,PLAIN,LeChat Mistral Large,Mistral Large,D3_HL_Plain_CN,0.43,0.99,0.01,0.97,1.0,0.0,0,1,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
HL,D3,CN,China,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_Plain_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,CC,gpt4o,GPT-4o,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,CC,DeepSeek,DeepSeek R1,D3_HL_CC_CN,0.43,0.68,0.05,0.59,0.77,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,CN,China,CC,LeChat Mistral Large,Mistral Large,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,CC,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,ZSCOT,gpt4o,GPT-4o,D3_HL_ZSCOT_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,ZSCOT,DeepSeek,DeepSeek R1,D3_HL_ZSCOT_CN,0.43,0.94,0.02,0.89,0.99,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,CN,China,ZSCOT,LeChat Mistral Large,Mistral Large,D3_HL_ZSCOT_CN,0.43,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,CN,China,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_ZSCOT_CN,0.43,0.99,0.01,0.97,1.0,0.0,0,-3,Inverting,A-territory,Near-deterministic,Det/Near-det,Gradient inverted,5
HL,D3,CN,China,FSCOT,gpt4o,GPT-4o,D3_HL_FSCOT_CN,0.43,0.99,0.01,0.97,1.0,0.0,0,2,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
HL,D3,CN,China,FSCOT,DeepSeek,DeepSeek R1,D3_HL_FSCOT_CN,0.43,0.88,0.03,0.82,0.94,0.0,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D3,CN,China,FSCOT,LeChat Mistral Large,Mistral Large,D3_HL_FSCOT_CN,0.43,0.13,0.03,0.06,0.2,0.0,0,3,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,CN,China,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_FSCOT_CN,0.43,0.98,0.01,0.95,1.0,0.0,0,1,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
HL,D3,JP,Japan,PLAIN,gpt4o,GPT-4o,D3_HL_Plain_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,JP,Japan,PLAIN,DeepSeek,DeepSeek R1,D3_HL_Plain_JP,0.37,0.03,0.02,0.0,0.06,0.0,0,-2,Inverting,B-territory,Near-deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,JP,Japan,PLAIN,LeChat Mistral Large,Mistral Large,D3_HL_Plain_JP,0.37,0.11,0.03,0.05,0.17,0.0,0,3,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,JP,Japan,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_Plain_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,JP,Japan,CC,gpt4o,GPT-4o,D3_HL_CC_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,JP,Japan,CC,DeepSeek,DeepSeek R1,D3_HL_CC_JP,0.37,0.51,0.05,0.41,0.61,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,JP,Japan,CC,LeChat Mistral Large,Mistral Large,D3_HL_CC_JP,0.37,0.0,0.0,0.0,0.0,0.0,1,3,Tracking,B-territory,Deterministic,Det/Near-det,Gradient-sensitive overshoot,3
HL,D3,JP,Japan,CC,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_CC_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,JP,Japan,ZSCOT,gpt4o,GPT-4o,D3_HL_ZSCOT_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,JP,Japan,ZSCOT,DeepSeek,DeepSeek R1,D3_HL_ZSCOT_JP,0.37,0.9,0.03,0.84,0.96,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,JP,Japan,ZSCOT,LeChat Mistral Large,Mistral Large,D3_HL_ZSCOT_JP,0.37,0.74,0.04,0.65,0.83,0.0,0,3,Tracking,A-territory,Variable,Variable,Calibrated,1
HL,D3,JP,Japan,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_ZSCOT_JP,0.37,1.0,0.0,1.0,1.0,0.0,1,-3,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
HL,D3,JP,Japan,FSCOT,gpt4o,GPT-4o,D3_HL_FSCOT_JP,0.37,0.99,0.01,0.97,1.0,0.0,0,2,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
HL,D3,JP,Japan,FSCOT,DeepSeek,DeepSeek R1,D3_HL_FSCOT_JP,0.37,0.23,0.04,0.15,0.31,0.0,0,1,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,JP,Japan,FSCOT,LeChat Mistral Large,Mistral Large,D3_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0,1,3,Tracking,B-territory,Deterministic,Det/Near-det,Gradient-sensitive overshoot,3
HL,D3,JP,Japan,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_FSCOT_JP,0.37,0.07,0.03,0.02,0.12,0.0,0,3,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
HL,D3,ES,Mexico,PLAIN,gpt4o,GPT-4o,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,ES,Mexico,PLAIN,DeepSeek,DeepSeek R1,D3_HL_Plain_ES,0.63,0.0,0.0,0.0,0.0,0.0,1,-2,Inverting,B-territory,Deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,ES,Mexico,PLAIN,LeChat Mistral Large,Mistral Large,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,3,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_Plain_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,ES,Mexico,CC,gpt4o,GPT-4o,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,ES,Mexico,CC,DeepSeek,DeepSeek R1,D3_HL_CC_ES,0.63,0.0,0.0,0.0,0.0,0.0,1,-2,Inverting,B-territory,Deterministic,Det/Near-det,Non-tracking rigidity,7
HL,D3,ES,Mexico,CC,LeChat Mistral Large,Mistral Large,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,2,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,CC,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,ES,Mexico,ZSCOT,gpt4o,GPT-4o,D3_HL_ZSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
HL,D3,ES,Mexico,ZSCOT,DeepSeek,DeepSeek R1,D3_HL_ZSCOT_ES,0.63,0.23,0.04,0.15,0.31,0.0,0,-1,Inverting,B-territory,Variable,Variable,Non-tracking contradiction,6
HL,D3,ES,Mexico,ZSCOT,LeChat Mistral Large,Mistral Large,D3_HL_ZSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,2,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_ZSCOT_ES,0.63,0.93,0.03,0.88,0.98,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
HL,D3,ES,Mexico,FSCOT,gpt4o,GPT-4o,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,2,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,FSCOT,DeepSeek,DeepSeek R1,D3_HL_FSCOT_ES,0.63,0.98,0.01,0.95,1.0,0.0,0,3,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,FSCOT,LeChat Mistral Large,Mistral Large,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,3,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
HL,D3,ES,Mexico,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0,1,3,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,EN,USA,PLAIN,gpt4o,GPT-4o,D1_YO_Plain_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,PLAIN,DeepSeek,DeepSeek R1,D1_YO_Plain_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,PLAIN,LeChat Mistral Large,Mistral Large,D1_YO_Plain_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,EN,USA,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_Plain_EN,0.63,0.94,0.02,0.89,0.99,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
YO,D1,EN,USA,CC,gpt4o,GPT-4o,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,CC,DeepSeek,DeepSeek R1,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,CC,LeChat Mistral Large,Mistral Large,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,EN,USA,CC,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_CC_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,ZSCOT,gpt4o,GPT-4o,D1_YO_ZSCOT_EN,0.63,0.86,0.03,0.79,0.93,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
YO,D1,EN,USA,ZSCOT,DeepSeek,DeepSeek R1,D1_YO_ZSCOT_EN,0.63,0.95,0.02,0.91,0.99,0.0,0,-1,Inverting,A-territory,Near-deterministic,Det/Near-det,Gradient inverted,5
YO,D1,EN,USA,ZSCOT,LeChat Mistral Large,Mistral Large,D1_YO_ZSCOT_EN,0.63,0.51,0.05,0.41,0.61,0.01,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
YO,D1,EN,USA,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_ZSCOT_EN,0.63,0.34,0.05,0.25,0.43,0.0,0,-1,Inverting,B-territory,Variable,Variable,Non-tracking contradiction,6
YO,D1,EN,USA,FSCOT,gpt4o,GPT-4o,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,FSCOT,DeepSeek,DeepSeek R1,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,EN,USA,FSCOT,LeChat Mistral Large,Mistral Large,D1_YO_FSCOT_EN,0.63,0.97,0.02,0.94,1.0,0.0,0,1,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
YO,D1,EN,USA,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_FSCOT_EN,0.63,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,CN,China,PLAIN,gpt4o,GPT-4o,D1_YO_Plain_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,PLAIN,DeepSeek,DeepSeek R1,D1_YO_Plain_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,PLAIN,LeChat Mistral Large,Mistral Large,D1_YO_Plain_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,CN,China,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_Plain_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,CN,China,CC,gpt4o,GPT-4o,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,CC,DeepSeek,DeepSeek R1,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,CC,LeChat Mistral Large,Mistral Large,D1_YO_CC_CN,0.1,0.98,0.01,0.95,1.0,0.0,0,0,Undifferentiated,A-territory,Near-deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,CC,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_CC_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,ZSCOT,gpt4o,GPT-4o,D1_YO_ZSCOT_CN,0.1,0.98,0.01,0.95,1.0,0.0,0,-1,Inverting,A-territory,Near-deterministic,Det/Near-det,Gradient inverted,5
YO,D1,CN,China,ZSCOT,DeepSeek,DeepSeek R1,D1_YO_ZSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,CN,China,ZSCOT,LeChat Mistral Large,Mistral Large,D1_YO_ZSCOT_CN,0.1,0.84,0.04,0.77,0.91,0.0,0,1,Tracking,A-territory,Variable,Variable,Calibrated,1
YO,D1,CN,China,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_ZSCOT_CN,0.1,0.87,0.03,0.8,0.94,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
YO,D1,CN,China,FSCOT,gpt4o,GPT-4o,D1_YO_FSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,FSCOT,DeepSeek,DeepSeek R1,D1_YO_FSCOT_CN,0.1,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,CN,China,FSCOT,LeChat Mistral Large,Mistral Large,D1_YO_FSCOT_CN,0.1,0.11,0.03,0.05,0.17,0.74,0,3,Tracking,B-territory,Variable,Variable,Gradient-sensitive overshoot,3
YO,D1,CN,China,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_FSCOT_CN,0.1,0.96,0.02,0.92,1.0,0.0,0,3,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
YO,D1,JP,Japan,PLAIN,gpt4o,GPT-4o,D1_YO_Plain_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,PLAIN,DeepSeek,DeepSeek R1,D1_YO_Plain_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,PLAIN,LeChat Mistral Large,Mistral Large,D1_YO_Plain_JP,0.28,0.99,0.01,0.97,1.0,0.0,0,1,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
YO,D1,JP,Japan,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_Plain_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,JP,Japan,CC,gpt4o,GPT-4o,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,CC,DeepSeek,DeepSeek R1,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,CC,LeChat Mistral Large,Mistral Large,D1_YO_CC_JP,0.28,0.97,0.02,0.94,1.0,0.0,0,1,Tracking,A-territory,Near-deterministic,Det/Near-det,Rigid tracking,2
YO,D1,JP,Japan,CC,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_CC_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,ZSCOT,gpt4o,GPT-4o,D1_YO_ZSCOT_JP,0.28,0.99,0.01,0.97,1.0,0.0,0,-1,Inverting,A-territory,Near-deterministic,Det/Near-det,Gradient inverted,5
YO,D1,JP,Japan,ZSCOT,DeepSeek,DeepSeek R1,D1_YO_ZSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,JP,Japan,ZSCOT,LeChat Mistral Large,Mistral Large,D1_YO_ZSCOT_JP,0.28,0.95,0.02,0.91,0.99,0.0,0,-1,Inverting,A-territory,Near-deterministic,Det/Near-det,Gradient inverted,5
YO,D1,JP,Japan,ZSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_ZSCOT_JP,0.28,0.88,0.03,0.82,0.94,0.0,0,-1,Inverting,A-territory,Variable,Variable,Gradient inverted,5
YO,D1,JP,Japan,FSCOT,gpt4o,GPT-4o,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,FSCOT,DeepSeek,DeepSeek R1,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,JP,Japan,FSCOT,LeChat Mistral Large,Mistral Large,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,-1,Inverting,A-territory,Deterministic,Det/Near-det,Gradient inverted,5
YO,D1,JP,Japan,FSCOT,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_FSCOT_JP,0.28,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,ES,Mexico,PLAIN,gpt4o,GPT-4o,D1_YO_Plain_ES,0.68,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,ES,Mexico,PLAIN,DeepSeek,DeepSeek R1,D1_YO_Plain_ES,0.68,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
YO,D1,ES,Mexico,PLAIN,LeChat Mistral Large,Mistral Large,D1_YO_Plain_ES,0.68,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,ES,Mexico,PLAIN,Gemini 2.0 Flash Lite,Gemini Flash,D1_YO_Plain_ES,0.68,1.0,0.0,1.0,1.0,0.0,1,1,Tracking,A-territory,Deterministic,Det/Near-det,Rigid tracking,2
YO,D1,ES,Mexico,CC,gpt4o,GPT-4o,D1_YO_CC_ES,0.68,1.0,0.0,1.0,1.0,0.0,1,0,Undifferentiated,A-territory,Deterministic,Det/Near-det,Gradient erased,4
